,block,r2_score,rmse,Cluster
0,block_104,0.4313095940965873,5.6224883612616505,3
1,block_110,0.41739368918405695,6.111965821482685,3
2,block_13,0.770599114148685,3.9300229165427347,3
3,block_15,0.7491317972362417,4.304802198484802,3
4,block_16,0.7366864829879491,4.261879104647896,3
5,block_17,0.7334763444632341,5.117401225752118,3
6,block_18,0.30624090595670317,5.671506305952764,3
7,block_19,0.8735730092243926,3.1681806199871363,3
8,block_20,0.5869872360246746,4.827298104600792,3
9,block_22,0.8065502219863717,3.8083402609787576,3
10,block_23,0.49565497700259253,5.7623579032273184,3
11,block_25,0.8149072049878306,3.8175307175465476,3
12,block_26,-0.398805658121119,7.852350096356847,3
13,block_27,0.5087866797233846,5.585086602355145,3
14,block_31,0.34853445257267357,6.168052559701256,3
15,block_33,0.8410333051545812,3.5773740913527576,3
16,block_35,0.7428170418631632,4.0849891227035595,3
17,block_36,0.7084851631334901,4.389583374000049,3
18,block_37,0.6981132781679151,4.523424430506914,3
19,block_38,0.7521187361863673,4.463930483426667,3
20,block_39,0.5897426758672584,5.292554099351501,3
21,block_4,0.8575672222566472,3.650249582239075,3
22,block_40,0.7333447964302382,4.341507919802715,3
23,block_41,0.346150977831454,6.102868011259447,3
24,block_42,0.730163098316144,4.23358650967583,3
25,block_48,0.7376271637891871,4.402199532579868,3
26,block_49,0.42585337684484026,5.357819208751925,3
27,block_51,0.644163380683535,4.524537598293358,3
28,block_54,0.7885248601084338,3.7718434495509805,3
29,block_57,0.8736139136470628,3.027795912578808,3
30,block_58,0.7192917248863064,4.231050302173716,3
31,block_59,0.5579839429937083,5.131125720438508,3
32,block_60,0.8326195470065706,3.782160176182883,3
33,block_61,0.5540907515952079,5.290256776115699,3
34,block_62,0.7711114176391831,4.186544735203459,3
35,block_63,0.7857352922654225,4.265748931823151,3
36,block_65,0.7158474041012732,4.4874062386739775,3
37,block_67,0.8847429991148853,3.2439522922914423,3
38,block_69,0.8384057259757094,3.753283931659088,3
39,block_70,0.5826635497185667,4.940353212426055,3
40,block_71,0.7553108707372103,4.27202546818396,3
41,block_72,0.5879004461038841,5.124369562256149,3
42,block_74,0.5516419514535533,5.12032955364483,3
43,block_75,0.6267666881172637,4.436585995483644,3
44,block_76,0.6799833071923269,4.438920631947269,3
45,block_77,0.7280884859043153,4.5728717052391445,3
46,block_79,0.5592745123076963,5.3612503336352555,3
47,block_80,0.7852994681399161,3.7972076205359846,3
48,block_81,0.7560574157879749,4.121666126390559,3
49,block_82,0.5718972240830176,4.885508405052709,3
50,block_83,0.7906142828856925,4.045982402041821,3
51,block_84,0.7161019094990096,4.431265465178768,3
52,block_85,0.7248082333798139,4.3757958705908795,3
53,block_88,0.37468820344133413,5.83042744263154,3
54,block_89,0.4937528530167239,5.198821140769104,3
55,block_0,0.8324244602329919,6.023171972452359,1
56,block_1,0.9295028977263164,4.196102615533126,1
57,block_2,0.6435855187482363,8.096633390160363,1
58,block_10,0.739727708521186,5.785374925645395,2
59,block_11,0.788830283286805,5.050375201962233,2
60,block_111,-19.695706113899124,16.97826750180037,2
61,block_12,0.8372432628701788,4.087080364267833,2
62,block_14,0.7822674930732904,4.2732130450211026,2
63,block_24,0.8278516066192598,3.956158620693197,2
64,block_28,0.5880245256663409,5.719934922493288,2
65,block_29,0.6587272158343281,4.5837263491444675,2
66,block_3,0.801043218514399,4.447155824333703,2
67,block_30,0.36279304113623634,6.708334983971958,2
68,block_34,0.7829555808064353,5.250837111635801,2
69,block_5,0.7153874993685745,5.715590493117346,2
70,block_6,0.6769529065677573,6.388547277130575,2
71,block_66,0.7813392781636099,5.078971239466626,2
72,block_68,0.642549998989945,6.319146746578117,2
73,block_7,0.8052243706847209,4.831227451967123,2
74,block_73,0.47914222076549084,7.654600457698982,2
75,block_8,0.6630530256430098,7.484483453045832,2
76,block_9,0.8226779425345139,4.365191995829331,2
77,block_100,0.6417583261381555,3.645455503123689,4
78,block_101,0.7308038680811713,3.205637829212239,4
79,block_102,-0.9348221165523736,6.147880955034968,4
