,block,r2_score,rmse,Cluster
0,block_104,-1.1701679662831026,10.983412350405434,3
1,block_110,0.6085171577535877,4.2163686619285015,3
2,block_13,0.8189634956842065,3.4912473178153176,3
3,block_15,0.7608978517180949,4.202639428347337,3
4,block_16,0.8855469520963511,2.809818259181236,3
5,block_17,0.6907632941554391,5.512227168910105,3
6,block_18,0.6930917863532691,3.7722314405235107,3
7,block_19,0.7576263639152281,4.386647344943721,3
8,block_20,0.6168663584318491,4.649406581021218,3
9,block_22,0.7596592184291578,4.244879445045498,3
10,block_23,0.7646017051218373,3.9367516271390506,3
11,block_25,0.7981837826382392,3.986261768891985,3
12,block_26,0.3390865919926854,5.39750738766218,3
13,block_27,0.7047651924122305,4.329907548170384,3
14,block_31,0.6734101505829782,4.36720602551053,3
15,block_33,0.7640289968446687,4.358535668216568,3
16,block_35,0.8325322075935393,3.296366246646043,3
17,block_36,0.7454783153655082,4.1016194615914205,3
18,block_37,0.8253815466396415,3.44025315786948,3
19,block_38,0.7575273066578299,4.414962205725253,3
20,block_39,0.744345208255788,4.177958319484655,3
21,block_4,0.39553720282284843,7.519732231624366,3
22,block_40,0.8227724275514505,3.53941274588197,3
23,block_41,0.6888879640476189,4.209724206076354,3
24,block_42,0.8190739199815441,3.4666368941091106,3
25,block_48,0.6327408151326563,5.20830754975991,3
26,block_49,0.7685607889833478,3.4016930096551494,3
27,block_51,0.734997282277261,3.904577484908775,3
28,block_54,0.5526501600066313,5.48589690479614,3
29,block_57,-2.6788205708994455,8.929242118815079,3
30,block_58,0.88345840614996,2.7262209915066165,3
31,block_59,0.7993283221377926,3.4572968744661026,3
32,block_60,0.7767040722761409,4.368455835911553,3
33,block_61,-3.3454794005415494,10.771531564694046,3
34,block_62,0.7486546343966596,4.387115947122088,3
35,block_63,0.741790400470087,4.6828059483574025,3
36,block_65,0.801291876202367,3.7525577522823714,3
37,block_67,0.40073021465353154,7.396938230008086,3
38,block_69,0.48448309656731836,6.703782117627747,3
39,block_70,0.8779877973961909,2.6094245348878835,3
40,block_71,-0.8438284181404361,9.700906360376605,3
41,block_72,-0.9392513418588126,11.116201769221455,3
42,block_74,0.43673139745520373,8.094484146994429,3
43,block_75,0.7701385582734442,3.481703370213266,3
44,block_76,0.845298097914895,3.0863053399847074,3
45,block_77,-1.9749119106086912,10.816988521124923,3
46,block_79,0.8424208298758515,3.205762964290202,3
47,block_80,0.8491865089885261,3.182496100359532,3
48,block_81,0.7621494891245355,4.069874742195232,3
49,block_82,0.878928429746668,2.598105787713775,3
50,block_83,0.8663565473843963,3.2323941051430705,3
51,block_84,-1.3198361607041846,12.685376779258956,3
52,block_85,0.8897358085421079,2.769852129755436,3
53,block_88,0.8724168674994508,2.6335933367422175,3
54,block_89,-3.90938307174002,9.022858400675089,3
55,block_0,-0.7827384644047561,19.645530790131975,1
56,block_1,-0.45003841931771404,19.030501006053377,1
57,block_2,-0.034359518008757695,13.793121509024163,1
58,block_10,0.8921408329093701,3.7243121364384972,2
59,block_11,0.847947612295592,4.285529089680921,2
60,block_111,-3.9737231782480924,8.323271333702495,2
61,block_12,-3.116546349613526,12.65268055143218,2
62,block_14,0.5955819299272682,5.823823240709832,2
63,block_24,0.6889802010299446,5.317606876331847,2
64,block_28,0.37062007739448033,7.069876848968426,2
65,block_29,0.4911054704963771,5.597340739943312,2
66,block_3,-4.955073991683771,11.580837312522677,2
67,block_30,0.1627772207025482,7.689445165302838,2
68,block_34,0.6514380081674491,6.654175465565929,2
69,block_5,-0.12764799193617526,11.37682021484425,2
70,block_6,-2.423194640712864,12.684025092931952,2
