,block,r2_score,rmse,Cluster
0,block_104,0.5689115057374936,4.895238210867531,3
1,block_15,0.5271898877109513,5.9098134191634015,3
2,block_16,0.6206962104329452,5.1151472462948915,3
3,block_17,0.4911911945205173,7.070642795490298,3
4,block_18,0.7045680419503406,3.7010317535645116,3
5,block_19,0.3034582795561316,7.436414682821034,3
6,block_20,0.2863742762970538,6.345379928081789,3
7,block_22,0.4018362604372646,6.696712702625109,3
8,block_23,0.7009802313160612,4.43696813667973,3
9,block_25,0.4866757820882929,6.357460354214372,3
10,block_26,0.7616576080770654,3.2413177754279796,3
11,block_27,0.672276230046557,4.5619320815751125,3
12,block_31,0.7176130732222199,4.0609218585221125,3
13,block_33,0.4155201247206861,6.859556950105683,3
14,block_35,0.6003568436976889,5.092206429948692,3
15,block_36,0.4542009240878204,6.006332476012059,3
16,block_37,0.6577643047529244,4.816238508829945,3
17,block_38,0.509291226744652,6.28069180824841,3
18,block_39,0.6272783518276875,5.0446314534215,3
19,block_4,0.420086179660476,7.365450537024262,3
20,block_40,0.6348544859086585,5.080407528070133,3
21,block_41,0.72344154732955,3.9690695259005038,3
22,block_42,0.5834513114287304,5.260059461624003,3
23,block_48,0.5682465142542398,5.64713557915697,3
24,block_49,0.7395644031621228,3.6085009135013455,3
25,block_51,0.6388459753042022,4.558218204225763,3
26,block_54,0.46535342216748077,5.997322376117669,3
27,block_57,-0.6990050849105556,6.068168550661572,3
28,block_58,0.5708836401407622,5.231281818597077,3
29,block_59,0.7529549151676049,3.836027760679125,3
30,block_61,-1.6539975889906042,8.417999055249586,3
31,block_62,0.5585831556312492,5.813907561595639,3
32,block_63,0.5678895945671434,6.057833485711952,3
33,block_65,0.6492528337966544,4.985591128736408,3
34,block_69,0.2418883595638197,8.129522140315935,3
35,block_70,-0.7677752901043422,9.932455715497332,3
36,block_72,0.4813979715592066,5.748525686228489,3
37,block_74,-0.3868044011284084,12.701032011884921,3
38,block_75,0.4905494163004058,5.183340472341207,3
39,block_79,0.7404781535797903,4.114044301048371,3
40,block_80,0.5686931864627653,5.3819659167130505,3
41,block_81,0.38830367749762906,6.526749336827247,3
42,block_82,0.6754010956320953,4.254115409190563,3
43,block_83,0.6743758571131325,5.0455528707950315,3
44,block_84,-0.4823866577685354,10.140408787630118,3
45,block_89,-2.7569904383376613,7.8931567288028806,3
46,block_0,-1.8298368383414374,24.751450094471238,1
47,block_2,-0.8979108720267661,18.683778558337913,1
48,block_11,0.08345715180248592,10.521658738526256,2
49,block_111,-5.889677804806205,9.796088587318014,2
50,block_12,-0.012652123137722349,6.275468837310672,2
51,block_14,0.14782276616844725,8.453914921858273,2
52,block_24,0.26279574355067237,8.186836671398524,2
53,block_28,0.029331611326982587,8.779925881385926,2
54,block_29,0.11189718062118104,7.394341067717074,2
55,block_30,-0.13858200677441568,8.967195625858475,2
56,block_34,0.3496782077579992,9.089047813804099,2
57,block_6,0.3775682762441993,5.408628539630469,2
58,block_66,0.15985368042903014,9.955608949800718,2
59,block_68,-0.27616871478231775,11.94001401157385,2
60,block_7,0.061545345257964734,10.604661797798961,2
61,block_8,-0.066794317935158,13.317459938605626,2
62,block_9,0.29175102889830873,8.723985708410549,2
63,block_100,0.7491189032634267,3.0506874721410315,4
64,block_101,0.7610856501689736,3.019959818636756,4
65,block_102,-0.43095244103697805,5.287100037565467,4
66,block_103,-0.11244024765839189,4.581171234888837,4
67,block_105,0.6393029981921392,3.3144896672833997,4
68,block_106,0.4037696788818512,3.6100809614762635,4
69,block_107,0.8045763019487273,2.560596730580426,4
70,block_108,0.3492021784934961,3.811709308273314,4
71,block_109,-1.6137187401595954,6.110081727426021,4
72,block_21,0.7782248462417725,2.8140867163368295,4
73,block_32,0.7516792885013278,3.1535242708805367,4
74,block_43,-1.0771846781959717,11.137586211389854,4
75,block_44,0.7895050034906792,3.1519421333655915,4
76,block_46,0.8270548391311584,2.641042314084225,4
77,block_47,0.7400945282327849,3.9684961350760948,4
78,block_50,0.7812265552501902,2.618280179705749,4
79,block_52,0.7472033304034629,3.349051705578153,4
80,block_53,0.8520846463142786,2.924781887776499,4
81,block_55,0.7137683361541278,2.999562021305904,4
82,block_56,0.7681146595366765,3.3997715197005207,4
83,block_64,0.7133037318078547,4.134797638592982,4
84,block_78,0.8458227415267846,3.014170464108623,4
85,block_86,-3.80276668954878,8.271043824929256,4
86,block_87,0.8109928144996329,3.305084176480382,4
87,block_91,-12.587989419801282,11.290815536030248,4
88,block_93,-3.230546991386526,12.515224224812329,4
89,block_94,0.41284898392694214,3.6359766831952824,4
90,block_95,0.7395669279476623,3.141465371653026,4
91,block_96,0.1202958763963412,4.390360269749264,4
92,block_98,0.4627196364795918,3.5723549442307605,4
93,block_99,0.7615896767342856,2.758391163697673,4
