,block,r2_score,rmse,Cluster
0,block_104,0.5346422255104141,5.08609070693331,3
1,block_110,0.46777148497468735,5.841742290842339,3
2,block_13,0.8089353661710612,3.5866391991538817,3
3,block_15,0.7612672926908414,4.199391386827383,3
4,block_16,0.7769272996438886,3.9227240798771814,3
5,block_17,0.719840428408572,5.246676901677292,3
6,block_18,0.40794291746710365,5.239331347998505,3
7,block_19,0.8628351276067524,3.2999813424052196,3
8,block_20,0.5977786254472983,4.763815741703616,3
9,block_22,0.8200071662687827,3.673493141721036,3
10,block_23,0.5989041501704431,5.138784949467524,3
11,block_25,0.8185102635604268,3.7801916498986614,3
12,block_26,-0.22387132620380923,7.344950006889857,3
13,block_27,0.5592056905411731,5.290696314116061,3
14,block_31,0.44910714975423593,5.671995886466216,3
15,block_33,0.842803884249348,3.5573958189642076,3
16,block_35,0.7670237487666068,3.8879944582285373,3
17,block_36,0.732509237903314,4.20481956767551,3
18,block_37,0.7527909702175066,4.09333697651198,3
19,block_38,0.772240314694049,4.278918345338225,3
20,block_39,0.6421575695621897,4.942913971504457,3
21,block_4,0.8578395521191691,3.646758294625893,3
22,block_40,0.7685531675106615,4.0447453729274585,3
23,block_41,0.43506783183083264,5.672746683490108,3
24,block_42,0.7869624601987317,3.761714550024944,3
25,block_48,0.7717226616633583,4.106215031029644,3
26,block_49,0.5304927926538638,4.845044600180802,3
27,block_51,0.727470779488967,3.9596374102225695,3
28,block_54,0.8324417235533782,3.3574297996633775,3
29,block_57,0.867657756595094,3.0983195804612027,3
30,block_58,0.7814064050772449,3.733698944694616,3
31,block_59,0.6308273795631337,4.689303853755495,3
32,block_60,0.8314113787264046,3.7957856316997938,3
33,block_61,0.6341510276217138,4.7918634290785524,3
34,block_62,0.8211732850438697,3.700495418615906,3
35,block_63,0.8290767618278333,3.8099609576805276,3
36,block_65,0.7852412788224963,3.9011709180208753,3
37,block_67,0.8711312388797067,3.4301619729730306,3
38,block_69,0.8495402601278188,3.621667609166644,3
39,block_70,0.6660080152752282,4.419598967858293,3
40,block_71,0.7931668815285209,3.927683962013255,3
41,block_72,0.6260270629752364,4.8815692912671595,3
42,block_74,0.6459767370316722,4.549894524904991,3
43,block_75,0.7003004270113782,3.9755916227265695,3
44,block_76,0.7461759625005032,3.9532787458668692,3
45,block_77,0.7832997894774916,4.082299696356863,3
46,block_79,0.6464674044028405,4.801718916202179,3
47,block_80,0.8341109308229847,3.33777201275673,3
48,block_81,0.7887813282811198,3.835263016186517,3
49,block_82,0.6596073030488911,4.356381045192832,3
50,block_83,0.8382026228013061,3.5566096397116125,3
51,block_84,0.7832896449721662,3.871563299412606,3
52,block_85,0.7792935012771471,3.91874403031423,3
53,block_88,0.5006106705823634,5.210407777516054,3
54,block_89,0.5936897395704521,4.65749585152263,3
55,block_0,0.8395826928135713,5.893123746443646,1
56,block_1,0.9285343661953818,4.224828577406991,1
57,block_2,0.6441450339167668,8.090275667966392,1
58,block_10,0.30595836036049395,9.447356516241422,2
59,block_11,0.08169467012451737,10.531770281243647,2
60,block_111,-59.01512350505301,28.912363780283602,2
61,block_12,-0.3723905182907463,11.868136821015025,2
62,block_14,-1.1341978099145846,13.37858690142712,2
63,block_24,-0.7973780499557186,12.783268944211814,2
64,block_28,-1.859374890135625,15.0692263395042,2
65,block_29,-2.7170524660860114,15.127501335966175,2
66,block_3,-0.3073057066293139,11.399650907531514,2
67,block_30,-2.752857276471952,16.28004159942162,2
68,block_34,-0.38754100806528036,13.276302768935608,2
69,block_5,0.226454273365699,9.422737991098804,2
70,block_6,0.45066480376385787,8.330822989224327,2
71,block_66,-0.02395227341129691,10.99082320839792,2
72,block_68,0.2537519911776115,9.130454198618851,2
73,block_7,0.13630883410917372,10.173477173923485,2
74,block_73,-1.4623213958530266,16.64314201408552,2
75,block_8,0.5515787361843634,8.63424069584376,2
76,block_9,-0.36333611001877975,12.103847359829116,2
77,block_100,0.40182164108223506,4.710631124859202,4
78,block_101,0.519725504618195,4.2817845332993585,4
79,block_102,-1.873077989786189,7.491669939642041,4
80,block_103,-1.4085455884984222,6.74086475950739,4
81,block_105,0.27412061221215867,4.701945981547646,4
82,block_106,-0.3580215146448571,5.448327909011842,4
83,block_107,0.5713128311200927,3.7924757752037186,4
84,block_108,-0.4312841165736965,5.652748368961725,4
85,block_109,-3.9367389855265538,8.39726147287517,4
86,block_21,0.44911015438480406,4.435202110285253,4
87,block_32,0.6398981716326078,3.7975401055672076,4
88,block_43,0.783866952331159,3.1028007481546354,4
89,block_44,0.8605409157268351,2.5655515872043155,4
90,block_45,0.8266911930022993,2.917269347449094,4
91,block_46,0.6357525168302613,3.8328288947561195,4
92,block_47,0.8808218321376147,2.68730278766328,4
93,block_50,0.6233444413543642,3.435508331717917,4
94,block_52,0.8531261231216735,2.5527510168367837,4
95,block_53,0.8439620602431137,3.0040140543955536,4
96,block_55,0.24848043764794636,4.860368008137281,4
97,block_56,0.833631940514145,2.879705394893706,4
98,block_64,0.8424953341704347,3.064713993973078,4
99,block_78,0.8448970708041625,3.0232053696559418,4
100,block_86,0.8115449901113413,2.8538961991768796,4
101,block_87,0.8466188254347875,2.977346614554504,4
102,block_90,0.41304394885304063,4.739314299556122,4
103,block_91,-1.6503962935131211,7.143188289929757,4
104,block_92,-1.5637456551839546,11.638146871490132,4
105,block_93,-1.0885800638550958,9.983459717481614,4
106,block_94,-0.3325212841538192,5.477511000949777,4
107,block_95,0.4074993148843812,4.738366381505466,4
108,block_96,-0.9943221930322053,6.610426896463985,4
109,block_97,0.033461752138024714,5.325097247251078,4
110,block_98,-0.16926873524945485,5.270008161443492,4
111,block_99,0.41857182792791436,4.307659430583255,4
