,block,r2_score,rmse,Cluster
0,block_104,-1.1881506309569767,11.028824399582433,3
1,block_110,0.6061245138124848,4.229233723349202,3
2,block_13,0.8651326685372454,3.013359310890811,3
3,block_15,0.7838138123219258,3.9961737538017568,3
4,block_16,0.8315662593735194,3.408623987814984,3
5,block_17,0.7193452930592206,5.251311168494771,3
6,block_18,0.693526168812718,3.769560981892193,3
7,block_19,0.7775667404918739,4.202327502747264,3
8,block_20,0.6721607435249213,4.30083578226736,3
9,block_22,0.7833448488687386,4.030288503933108,3
10,block_23,0.7444121862763398,4.102101771707306,3
11,block_25,0.8011493420332156,3.9568656045443635,3
12,block_26,0.2815377734795259,5.627596282646814,3
13,block_27,0.7082824701730657,4.304038107216853,3
14,block_31,0.6728873821225351,4.370699895110602,3
15,block_33,0.7882188433473228,4.129095645956096,3
16,block_35,0.8435475898942024,3.18611127639299,3
17,block_36,0.7663683689718135,3.9296945178828913,3
18,block_37,0.8307104531133325,3.3873525905145834,3
19,block_38,0.7598563678278354,4.39370717540142,3
20,block_39,0.7505426311959731,4.127007927148889,3
21,block_4,0.3572987715400586,7.753934943884078,3
22,block_40,0.8248897307242807,3.518206883819095,3
23,block_41,0.6594248433327764,4.404551787542784,3
24,block_42,0.8289408276313268,3.3707842117248936,3
25,block_48,0.6883106082926128,4.798122139676593,3
26,block_49,0.8303792556234885,2.912166018605936,3
27,block_51,0.8105962279450445,3.300982285288917,3
28,block_54,0.6639484564646152,4.754741884464509,3
29,block_57,-3.269125435775435,9.618996212606602,3
30,block_58,0.7399527962005442,4.072364800661288,3
31,block_59,0.6775247176033776,4.382701056263441,3
32,block_60,0.8944088189326374,3.004009984633369,3
33,block_61,-7.403867989805969,14.97953118901026,3
34,block_62,0.7143863440516629,4.676631555578102,3
35,block_63,0.7337934593635562,4.7547679888269725,3
36,block_65,0.6233051695303325,5.166713778969223,3
37,block_67,0.9125013099493805,2.8264517553009445,3
38,block_69,0.8482857467763137,3.6367347594295953,3
39,block_70,-1.197262828033621,11.073479658188317,3
40,block_71,0.1265156531899715,6.676973055828847,3
41,block_72,-0.11378547283908724,8.424422613726666,3
42,block_74,-0.06884639284757932,11.150364203979692,3
43,block_75,-0.36079624190595627,8.471401301310252,3
44,block_76,0.03080423669053889,7.724970276326133,3
45,block_77,0.17789325976408654,5.686347782675325,3
46,block_79,0.44834640785771973,5.998121075604023,3
47,block_80,0.11332876242373124,7.716655177461806,3
48,block_81,-0.08599428618746519,8.69646531347081,3
49,block_82,0.25608341677891755,6.440177879131332,3
50,block_83,0.32259100556398157,7.277394898901519,3
51,block_84,-0.10239594732340684,8.744671876270393,3
52,block_85,0.8804575811918861,2.884033864018031,3
53,block_88,0.8626644771895687,2.732395282057195,3
54,block_89,-3.478702747768944,8.618006177987512,3
55,block_0,-0.6605616069739622,18.960397853265082,1
56,block_1,-0.2768900806347967,17.85818114364479,1
57,block_2,0.054387724557075634,13.188134121806899,1
58,block_10,0.8927417794760217,3.7139224828474666,2
59,block_11,0.8499462574633008,4.257270457777637,2
60,block_111,-3.8129159086421573,8.18761446144521,2
61,block_12,-3.1554563335314434,12.712337077498793,2
62,block_14,0.648558693846459,5.428993368867472,2
63,block_24,0.7293368061338488,4.960629713707541,2
64,block_28,0.4366358560265451,6.68882768001621,2
65,block_29,0.5744845609224591,5.118297381641698,2
66,block_3,-5.348971113414663,11.957711063730171,2
67,block_30,0.22678865236860124,7.389645347284784,2
68,block_34,0.6838156061135066,6.337594520220212,2
69,block_5,-0.18834832538314483,11.679009155840346,2
70,block_6,-2.3825420182716037,12.608484701450845,2
71,block_66,0.8310877929291876,4.4639660517383835,2
72,block_68,0.7428581895792653,5.35965874023647,2
73,block_7,0.8664494574857374,4.00048829941744,2
74,block_73,-0.006167627531945996,10.63893412204217,2
75,block_8,0.8336720044185013,5.258522409545008,2
76,block_9,0.7726870911205225,4.9423559373445345,2
77,block_100,-0.07418577831896234,6.312529896043543,4
78,block_101,-0.08628698289786141,6.439502773245513,4
79,block_102,0.49908807045391756,3.128135920344513,4
80,block_103,-0.1900859450791208,4.738352234358344,4
81,block_105,-0.29613434476318656,6.283048506791002,4
82,block_106,-0.18665666964731575,5.092985678069285,4
83,block_107,-0.468142176867012,7.018375990186306,4
84,block_108,-0.22485790479493706,5.229252131642982,4
85,block_109,0.5559587744055454,2.5184262637537578,4
86,block_21,0.050932427897779964,5.821428918074016,4
87,block_32,0.37048241985796726,5.021039492993066,4
88,block_43,-1.8341832875570976,13.009706228887993,4
89,block_44,0.849332792734063,2.6666542882168227,4
90,block_45,0.8857681705590259,2.368425773555603,4
91,block_46,0.670248205870607,3.6468234240445527,4
92,block_47,0.8077232525876947,3.4133563761729135,4
93,block_50,0.7227150591879397,2.9476910143013617,4
94,block_52,0.8569046803696163,2.5197003312025092,4
95,block_53,0.828319107650475,3.150995895384198,4
96,block_55,0.3882445338734045,4.385185181813343,4
97,block_56,0.8679308768790799,2.565746420317462,4
98,block_64,0.44806900691565865,5.737010313769386,4
99,block_78,0.6565705794380973,4.4985898492351595,4
100,block_86,-7.813223177701687,11.204228596517279,4
101,block_87,0.8408300440303845,3.033010511446514,4
102,block_90,0.8692320982962953,2.236986156064497,4
103,block_91,-6.594539471854402,8.441088118026093,4
104,block_92,0.5138171583850553,5.068111707981943,4
105,block_93,-0.0971674450152964,6.373482968523451,4
106,block_94,-0.5000596647069302,5.8116633324828255,4
107,block_95,0.041490121026409366,6.026740702680961,4
108,block_96,0.28598450986528634,3.955356769383898,4
109,block_97,0.10147439716220119,5.1343237402589565,4
110,block_98,-0.2726504297404577,5.498049978424776,4
111,block_99,-0.42461857468920194,6.742836450766746,4
